src_ip,icmp_count,icmp_rate,avg_pkt_size,iat_mean,iat_std,label
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,0.05479788780212402,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,0.05479788780212402,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2004632949829102,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2032623291015625,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2002489566802979,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.20200777053833,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2015419006347656,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2019987106323242,0.0,0
192.168.100.4,2,1.0,62.0,0.02253270149230957,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2016887664794922,0.0,0
192.168.100.4,2,1.0,62.0,0.02253270149230957,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2015786170959473,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2011234760284424,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.20259428024292,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2010250091552734,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2029054164886475,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.3,1,0.5,117.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.2002441883087158,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.201491355895996,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,2,1.0,117.0,1.201810598373413,0.0,0
192.168.100.4,1,0.5,62.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,162.0,0.0,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0026986598968506,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.4,2,1.0,142.0,0.022740840911865234,0.0,0
192.168.100.2,2,1.0,162.0,1.0015554428100586,0.0,0
192.168.100.4,2,1.0,142.0,0.022740840911865234,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.2435076236724854,0.0,0
192.168.100.2,2,1.0,162.0,1.001988410949707,0.0,0
192.168.100.3,2,1.0,107.0,1.2405164241790771,0.0,0
192.168.100.2,2,1.0,162.0,1.003371238708496,0.0,0
192.168.100.2,2,1.0,162.0,1.00079345703125,0.0,0
192.168.100.3,2,1.0,107.0,1.2435572147369385,0.0,0
192.168.100.2,2,1.0,162.0,1.0029215812683105,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0030972957611084,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.4,2,1.0,142.0,0.013355016708374023,0.0,0
192.168.100.3,2,1.0,107.0,1.242396593093872,0.0,0
192.168.100.2,2,1.0,162.0,1.0005474090576172,0.0,0
192.168.100.4,2,1.0,142.0,0.013355016708374023,0.0,0
192.168.100.3,2,1.0,107.0,1.2412035465240479,0.0,0
192.168.100.2,2,1.0,162.0,1.0019149780273438,0.0,0
192.168.100.2,2,1.0,162.0,1.002410650253296,0.0,0
192.168.100.3,2,1.0,107.0,1.240537405014038,0.0,0
192.168.100.2,2,1.0,162.0,1.002366065979004,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0003323554992676,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.2417635917663574,0.0,0
192.168.100.2,2,1.0,162.0,1.0023250579833984,0.0,0
192.168.100.4,2,1.0,142.0,0.014088630676269531,0.0,0
192.168.100.3,2,1.0,107.0,1.2423779964447021,0.0,0
192.168.100.2,2,1.0,162.0,1.0011069774627686,0.0,0
192.168.100.4,2,1.0,142.0,0.014088630676269531,0.0,0
192.168.100.2,2,1.0,162.0,1.0028040409088135,0.0,0
192.168.100.3,2,1.0,107.0,1.2420477867126465,0.0,0
192.168.100.2,2,1.0,162.0,1.0035185813903809,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0016381740570068,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.242504596710205,0.0,0
192.168.100.2,2,1.0,162.0,1.0016779899597168,0.0,0
192.168.100.3,2,1.0,107.0,1.2418336868286133,0.0,0
192.168.100.2,2,1.0,162.0,1.0013670921325684,0.0,0
192.168.100.4,2,1.0,142.0,0.01578521728515625,0.0,0
192.168.100.2,2,1.0,162.0,1.0017855167388916,0.0,0
192.168.100.3,2,1.0,107.0,1.2429418563842773,0.0,0
192.168.100.4,2,1.0,142.0,0.01578521728515625,0.0,0
192.168.100.2,2,1.0,162.0,1.002591609954834,0.0,0
192.168.100.3,2,1.0,107.0,1.2418246269226074,0.0,0
192.168.100.2,2,1.0,162.0,1.0022964477539062,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0015122890472412,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.241466999053955,0.0,0
192.168.100.2,2,1.0,162.0,1.0035555362701416,0.0,0
192.168.100.3,2,1.0,107.0,1.2420740127563477,0.0,0
192.168.100.2,2,1.0,162.0,1.002488136291504,0.0,0
192.168.100.4,2,1.0,142.0,0.011129140853881836,0.0,0
192.168.100.2,2,1.0,162.0,1.0012409687042236,0.0,0
192.168.100.4,2,1.0,142.0,0.011129140853881836,0.0,0
192.168.100.3,2,1.0,107.0,1.2424390316009521,0.0,0
192.168.100.2,2,1.0,162.0,1.0023901462554932,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0010454654693604,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.2439568042755127,0.0,0
192.168.100.2,2,1.0,162.0,1.0029089450836182,0.0,0
192.168.100.3,2,1.0,107.0,1.2414186000823975,0.0,0
192.168.100.2,2,1.0,162.0,1.0009286403656006,0.0,0
192.168.100.2,2,1.0,162.0,1.001688003540039,0.0,0
192.168.100.3,2,1.0,107.0,1.241713285446167,0.0,0
192.168.100.4,2,1.0,142.0,0.05983924865722656,0.0,0
192.168.100.2,2,1.0,162.0,1.0031523704528809,0.0,0
192.168.100.4,2,1.0,142.0,0.05983924865722656,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.00162672996521,0.0,0
192.168.100.3,1,0.5,107.0,0.0,0.0,0
192.168.100.3,2,1.0,107.0,1.242269515991211,0.0,0
192.168.100.2,2,1.0,162.0,1.0017051696777344,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6203969717025757,0.14579284191131592,0
192.168.100.2,2,1.0,162.0,1.001373529434204,0.0,0
192.168.100.3,4,2.0,118.5,0.571970542271932,0.45316127346456836,0
192.168.100.2,2,1.0,162.0,1.0016605854034424,0.0,0
192.168.100.2,2,1.0,162.0,1.001317024230957,0.0,0
192.168.100.3,2,1.0,118.5,0.07208967208862305,0.0,0
192.168.100.4,2,1.0,142.0,0.07842469215393066,0.0,0
192.168.100.2,2,1.0,162.0,1.002681016921997,0.0,0
192.168.100.4,2,1.0,142.0,0.07842469215393066,0.0,0
192.168.100.3,2,1.0,118.5,0.32472705841064453,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6200892925262451,0.2953622341156006,0
192.168.100.2,2,1.0,162.0,1.001474142074585,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6210389137268066,0.10590004920959473,0
192.168.100.2,2,1.0,162.0,1.0029447078704834,0.0,0
192.168.100.3,4,2.0,118.5,0.5854839483896891,0.4155750357951642,0
192.168.100.2,2,1.0,162.0,1.0015840530395508,0.0,0
192.168.100.2,2,1.0,162.0,1.0022192001342773,0.0,0
192.168.100.3,2,1.0,118.5,0.1153421401977539,0.0,0
192.168.100.2,2,1.0,162.0,1.001312017440796,0.0,0
192.168.100.3,2,1.0,118.5,0.28324222564697266,0.0,0
192.168.100.4,2,1.0,142.0,0.012553215026855469,0.0,0
192.168.100.3,4,2.0,118.5,0.6426554520924886,0.27724253780795216,0
192.168.100.2,2,1.0,162.0,1.0019807815551758,0.0,0
192.168.100.4,2,1.0,142.0,0.012553215026855469,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6208360195159912,0.06583619117736816,0
192.168.100.2,2,1.0,162.0,1.0011789798736572,0.0,0
192.168.100.2,2,1.0,162.0,1.0023818016052246,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6211603879928589,0.4645119905471802,0
192.168.100.2,2,1.0,162.0,1.002497673034668,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6991257667541504,0.5424773693084717,0
192.168.100.2,2,1.0,162.0,1.0012576580047607,0.0,0
192.168.100.3,2,1.0,118.5,0.24501371383666992,0.0,0
192.168.100.3,3,1.5,122.33333333333333,0.8212409019470215,0.17575573921203613,0
192.168.100.2,2,1.0,162.0,1.0025770664215088,0.0,0
192.168.100.4,2,1.0,142.0,0.013027191162109375,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.6209913492202759,0.024493813514709473,0
192.168.100.2,2,1.0,162.0,1.0026111602783203,0.0,0
192.168.100.4,2,1.0,142.0,0.013027191162109375,0.0,0
192.168.100.2,2,1.0,162.0,1.0018491744995117,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.621097207069397,0.4249337911605835,0
192.168.100.2,2,1.0,162.0,1.0028059482574463,0.0,0
192.168.100.3,3,1.5,114.66666666666667,0.7189109325408936,0.5227475166320801,0
192.168.100.2,2,1.0,162.0,1.0009653568267822,0.0,0
192.168.100.3,2,1.0,118.5,0.20365500450134277,0.0,0
192.168.100.3,3,1.5,122.33333333333333,0.8215993642807007,0.2162555456161499,0
192.168.100.2,2,1.0,162.0,1.0029792785644531,0.0,0
192.168.100.3,2,1.0,118.5,0.6053438186645508,0.0,0
192.168.100.2,2,1.0,162.0,1.0006623268127441,0.0,0
192.168.100.4,2,1.0,142.0,0.01340484619140625,0.0,0
192.168.100.2,2,1.0,162.0,1.0015168190002441,0.0,0
192.168.100.4,2,1.0,142.0,0.01340484619140625,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.002281665802002,0.0,0
192.168.100.2,2,1.0,162.0,1.0018455982208252,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.3,2,1.0,130.0,1.6428306102752686,0.0,0
192.168.100.2,2,1.0,162.0,1.002593755722046,0.0,0
192.168.100.2,2,1.0,162.0,1.0011506080627441,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0015645027160645,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.4,2,1.0,142.0,0.024683475494384766,0.0,0
192.168.100.3,2,1.0,130.0,1.643148422241211,0.0,0
192.168.100.2,2,1.0,162.0,1.001784086227417,0.0,0
192.168.100.4,2,1.0,142.0,0.024683475494384766,0.0,0
192.168.100.2,2,1.0,162.0,1.0040936470031738,0.0,0
192.168.100.3,1,0.5,130.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0018630027770996,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.02644026279449463,0.013761401176452637,0
192.168.100.2,2,1.0,162.0,1.000077247619629,0.0,0
192.168.100.3,4,2.0,77.5,0.44738467534383136,0.5954113264692781,0
192.168.100.2,2,1.0,162.0,1.0032453536987305,0.0,0
192.168.100.3,2,1.0,95.0,0.3538384437561035,0.0,0
192.168.100.3,3,1.5,106.66666666666667,0.8207679986953735,0.16806566715240479,0
192.168.100.2,2,1.0,162.0,1.0014851093292236,0.0,0
192.168.100.4,2,1.0,142.0,0.014042139053344727,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6707743406295776,0.018072009086608887,0
192.168.100.2,2,1.0,162.0,1.0021793842315674,0.0,0
192.168.100.4,2,1.0,142.0,0.014042139053344727,0.0,0
192.168.100.2,2,1.0,162.0,1.0015895366668701,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6713097095489502,0.28235912322998047,0
192.168.100.2,2,1.0,162.0,1.0034534931182861,0.0,0
192.168.100.3,2,1.0,95.0,0.3889505863189697,0.0,0
192.168.100.2,2,1.0,162.0,1.0012524127960205,0.0,0
192.168.100.3,2,1.0,95.0,0.08726382255554199,0.0,0
192.168.100.3,4,2.0,95.0,0.5472563107808431,0.5636931297426157,0
192.168.100.2,2,1.0,162.0,1.001624345779419,0.0,0
192.168.100.2,2,1.0,162.0,1.0034070014953613,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6714038848876953,0.4580042362213135,0
192.168.100.4,2,1.0,142.0,0.014431953430175781,0.0,0
192.168.100.2,2,1.0,162.0,1.0021233558654785,0.0,0
192.168.100.4,2,1.0,142.0,0.014431953430175781,0.0,0
192.168.100.3,2,1.0,95.0,0.5118484497070312,0.0,0
192.168.100.2,2,1.0,162.0,1.0006976127624512,0.0,0
192.168.100.3,2,1.0,95.0,0.8288583755493164,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6715430021286011,0.14343154430389404,0
192.168.100.2,2,1.0,162.0,1.0021641254425049,0.0,0
192.168.100.3,4,2.0,95.0,0.6233928203582764,0.36820480623689494,0
192.168.100.2,2,1.0,162.0,1.0019161701202393,0.0,0
192.168.100.2,2,1.0,162.0,1.0019068717956543,0.0,0
192.168.100.3,2,1.0,95.0,0.2276902198791504,0.0,0
192.168.100.2,2,1.0,162.0,1.0015430450439453,0.0,0
192.168.100.3,2,1.0,95.0,0.07208418846130371,0.0,0
192.168.100.4,2,1.0,142.0,0.06731939315795898,0.0,0
192.168.100.3,4,2.0,95.0,0.5714355309804281,0.5084079694262591,0
192.168.100.2,2,1.0,162.0,1.0018815994262695,0.0,0
192.168.100.4,2,1.0,142.0,0.06731939315795898,0.0,0
192.168.100.2,2,1.0,162.0,1.0031795501708984,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6715905666351318,0.2984795570373535,0
192.168.100.2,2,1.0,162.0,1.0018153190612793,0.0,0
192.168.100.3,2,1.0,95.0,0.6724321842193604,0.0,0
192.168.100.2,2,1.0,162.0,1.0021517276763916,0.0,0
192.168.100.3,2,1.0,95.0,0.6686034202575684,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.6717121601104736,0.3021504878997803,0
192.168.100.2,2,1.0,162.0,1.0012564659118652,0.0,0
192.168.100.3,3,1.5,83.33333333333333,0.8547987937927246,0.48523712158203125,0
192.168.100.2,2,1.0,162.0,1.0021388530731201,0.0,0
192.168.100.4,2,1.0,142.0,0.012366294860839844,0.0,0
192.168.100.2,2,1.0,162.0,1.000291347503662,0.0,0
192.168.100.4,2,1.0,142.0,0.012366294860839844,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0003211498260498,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.3,2,1.0,60.0,1.3433811664581299,0.0,0
192.168.100.2,2,1.0,162.0,1.0019829273223877,0.0,0
192.168.100.2,2,1.0,162.0,1.0007600784301758,0.0,0
192.168.100.3,2,1.0,60.0,1.3420178890228271,0.0,0
192.168.100.2,2,1.0,162.0,1.001023292541504,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0006189346313477,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.4,2,1.0,142.0,0.014241218566894531,0.0,0
192.168.100.3,2,1.0,60.0,1.343958854675293,0.0,0
192.168.100.2,2,1.0,162.0,1.0022192001342773,0.0,0
192.168.100.4,2,1.0,142.0,0.014241218566894531,0.0,0
192.168.100.2,2,1.0,162.0,0.9992680549621582,0.0,0
192.168.100.3,2,1.0,60.0,1.3430039882659912,0.0,0
192.168.100.2,2,1.0,162.0,1.0021913051605225,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0022454261779785,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.3,2,1.0,60.0,1.3429632186889648,0.0,0
192.168.100.2,2,1.0,162.0,1.0021686553955078,0.0,0
192.168.100.2,2,1.0,162.0,1.002472162246704,0.0,0
192.168.100.3,1,0.5,60.0,0.0,0.0,0
192.168.100.4,2,1.0,142.0,0.11707901954650879,0.0,0
192.168.100.2,2,1.0,162.0,1.0012736320495605,0.0,0
192.168.100.4,2,1.0,142.0,0.11707901954650879,0.0,0
192.168.100.2,2,1.0,162.0,1.0018916130065918,0.0,0
192.168.100.3,1,0.5,165.0,0.0,0.0,0
192.168.100.2,1,0.5,162.0,0.0,0.0,0
192.168.100.3,2,1.0,165.0,0.9810588359832764,0.0,0
192.168.100.2,2,1.0,162.0,1.0016138553619385,0.0,0
192.168.100.4,1,0.5,142.0,0.0,0.0,0
192.168.100.3,2,1.0,165.0,0.9828259944915771,0.0,0
192.168.100.4,2,1.0,142.0,0.09027504920959473,0.0,0
192.168.100.2,2,1.0,162.0,1.0017743110656738,0.0,0
192.168.100.4,1,0.5,142.0,0.0,0.0,0
192.168.100.3,2,1.0,165.0,0.981773853302002,0.0,0
192.168.100.2,2,1.0,162.0,1.0015852451324463,0.0,0
192.168.100.3,2,1.0,165.0,0.9815969467163086,0.0,0
192.168.100.2,2,1.0,162.0,1.002382516860962,0.0,0
192.168.100.3,2,1.0,165.0,0.9821135997772217,0.0,0
192.168.100.2,2,1.0,162.0,1.0011112689971924,0.0,0
192.168.100.3,2,1.0,165.0,0.9813687801361084,0.0,0
192.168.100.2,2,1.0,162.0,1.0021474361419678,0.0,0
192.168.100.3,2,1.0,165.0,0.9826228618621826,0.0,0
192.168.100.2,2,1.0,162.0,1.0019922256469727,0.0,0
192.168.100.4,1,0.5,142.0,0.0,0.0,0
192.168.100.3,2,1.0,165.0,0.9805018901824951,0.0,0
192.168.100.4,2,1.0,142.0,0.09134745597839355,0.0,0
192.168.100.2,2,1.0,162.0,1.0009770393371582,0.0,0
192.168.100.4,1,0.5,142.0,0.0,0.0,0
192.168.100.3,2,1.0,165.0,0.9833657741546631,0.0,0
192.168.100.2,2,1.0,162.0,1.0033128261566162,0.0,0
192.168.100.3,2,1.0,165.0,0.9845747947692871,0.0,0
192.168.100.2,2,1.0,162.0,1.000615119934082,0.0,0
192.168.100.3,2,1.0,165.0,0.9789910316467285,0.0,0
192.168.100.2,2,1.0,162.0,1.002549409866333,0.0,0
192.168.100.3,2,1.0,165.0,0.9819068908691406,0.0,0
192.168.100.2,2,1.0,162.0,1.002664566040039,0.0,0
192.168.100.3,1,0.5,165.0,0.0,0.0,0
192.168.100.2,2,1.0,162.0,1.0010359287261963,0.0,0
192.168.100.4,2,1.0,142.0,0.014876842498779297,0.0,0
192.168.100.4,2,1.0,142.0,0.014876842498779297,0.0,0
192.168.100.2,2,1.0,162.0,1.0030500888824463,0.0,0
192.168.100.2,2,1.0,162.0,1.0020194053649902,0.0,0
192.168.100.2,2,1.0,162.0,1.0017814636230469,0.0,0
192.168.100.2,2,1.0,162.0,1.0014677047729492,0.0,0
192.168.100.2,2,1.0,162.0,1.003523826599121,0.0,0
192.168.100.3,1,0.5,98.0,0.0,0.0,0
192.168.100.3,2,1.0,98.0,1.0022284984588623,0.0,0
192.168.100.2,2,1.0,162.0,0.9985983371734619,0.0,0
192.168.100.4,2,1.0,142.0,0.012808799743652344,0.0,0
192.168.100.3,2,1.0,98.0,1.0012893676757812,0.0,0
192.168.100.4,2,1.0,142.0,0.012808799743652344,0.0,0
192.168.100.2,2,1.0,162.0,1.004002332687378,0.0,0
192.168.100.3,2,1.0,98.0,1.0020077228546143,0.0,0
192.168.100.2,2,1.0,162.0,1.0023808479309082,0.0,0
192.168.100.3,2,1.0,98.0,1.0023131370544434,0.0,0
192.168.100.2,1,0.5,162.0,0.0,0.0,0
192.168.100.3,2,1.0,98.0,1.0019245147705078,0.0,0
192.168.100.3,4,2.0,98.0,0.4123392899831136,0.4251250800351556,0
192.168.100.3,5,2.5,98.0,0.305586040019989,0.27840252816184885,0
192.168.100.3,4,2.0,98.0,0.4081721305847168,0.261841011253603,0
192.168.100.3,4,2.0,98.0,0.40859659512837726,0.2607507073335907,0
192.168.100.3,4,2.0,98.0,0.4088426431020101,0.2602193182129272,0
192.168.100.3,4,2.0,98.0,0.408968448638916,0.25932929174091723,0
192.168.100.3,4,2.0,98.0,0.40916872024536133,0.2585884221724159,0
192.168.100.3,4,2.0,98.0,0.40940427780151367,0.2577195473247107,0
192.168.100.4,2,1.0,72.0,0.08420944213867188,0.0,0
192.168.100.3,4,2.0,98.0,0.40974100430806476,0.256660102523477,0
192.168.100.4,2,1.0,72.0,0.08420944213867188,0.0,0
192.168.100.3,4,2.0,98.0,0.41028086344401044,0.2561052669860829,0
192.168.100.4,1,0.5,72.0,0.0,0.0,0
192.168.100.3,4,2.0,98.0,0.4103825092315674,0.2553433896023615,0
192.168.100.4,1,0.5,72.0,0.0,0.0,0
192.168.100.2,1,0.5,132.0,0.0,0.0,0
192.168.100.3,4,2.0,98.0,0.4106411933898926,0.255023502760867,0
192.168.100.2,2,1.0,132.0,1.0021698474884033,0.0,0
192.168.100.4,1,0.5,72.0,0.0,0.0,0
